SessionID,politics_new,politics,dogkick,endangered,overweight,anthill,palm,cards,stealpoor,apartment,ballots,racepledge,sportsbet,flagburn,talkradio,familyshun,citizenrenounce,leaveclub,parentcurse,founderscurse,handgesture,rottentomato,fatherslap,soulsell,eatdog,tail,molesterblood,stageanimal,sex,gender,Age,education,educ_num,religion_attend,Religion_attend_num
97310, Moderate/middle-of-the-road,4,8,8,6,1,8,6,8,6,8,8,5,6,8,8,8,6,8,8,6,4,5,3,8,8,6,8, F,0,33, Completed Graduate/Professional Degree,9, Never,0
97330, Slightly Liberal,3,8,8,8,1,8,8,8,8,8,8,4,8,8,8,1,8,8,1,8,8,1,8,8,8,1,6, M,1,67, Completed Graduate/Professional Degree,9, a few times a month,2
97335, Liberal,2,8,8,8,1,8,4,8,8,7,8,6,8,8,8,8,5,8,6,1,1,1,8,8,8,8,8, F,0,26, Currently in College,5, Never,0
97350, Moderate/middle-of-the-road,4,8,8,8,2,8,8,8,8,8,8,5,8,8,8,8,8,8,8,7,7,6,8,8,8,8,8, F,0,26, Currently in College,5, one or more times each week,3
97352, Other,,8,8,8,6,8,7,8,8,8,8,6,7,7,8,8,7,8,7,7,7,7,7,8,8,7,7, F,0,55, Completed Graduate/Professional Degree,9, a few times a year,1
97355, Conservative,6,8,8,8,4,8,8,8,8,8,8,8,8,8,7,8,6,8,8,8,8,8,8,8,8,8,8, F,0,55, Completed Graduate/Professional Degree,9, one or more times each week,3
97356, Slightly Conservative,5,1,1,1,1,7,1,8,1,1,1,1,8,1,7,8,7,7,1,3,1,1,8,8,7,1,3, M,1,28, Completed College/University,6, a few times a year,1
97376, Slightly Conservative,5,8,8,7,6,8,7,8,7,7,8,,7,7,8,8,7,8,,6,7,7,8,8,8,1,8, F,0,63, Some Graduate/Professional School,7, a few times a year,1
97377, Moderate/middle-of-the-road,4,8,8,8,1,8,6,8,8,8,8,1,8,8,1,8,8,8,1,6,6,1,8,8,8,8,8, F,0,39, Completed College/University,6, a few times a year,1
97382, Liberal,2,8,7,8,4,8,8,8,5,6,8,3,4,3,8,7,7,8,3,6,3,1,3,6,8,1,3, M,1,61, Completed Graduate/Professional Degree,9, a few times a month,2
97393, Libertarian,,5,5,3,1,,5,5,4,8,8,4,3,4,6,,6,7,4,3,1,3,,7,6,4,6, M,1,18, Currently in College,5, Never,0
97401, Very Liberal,1,8,8,8,4,8,8,8,8,8,8,4,5,6,8,8,8,8,4,5,5,4,5,8,8,4,8, F,0,46, Completed Graduate/Professional Degree,9, a few times a month,2
97402, Moderate/middle-of-the-road,4,8,7,8,1,8,8,8,7,8,8,1,5,5,8,4,7,8,5,8,8,5,8,8,8,8,7, M,1,39, Completed College/University,6, a few times a year,1
97419, Liberal,2,8,8,3,1,5,5,5,5,7,8,3,1,2,1,1,7,1,3,3,7,3,1,8,8,8,8, F,0,20, Currently in College,5, Never,0
97422, Moderate/middle-of-the-road,4,8,7,2,4,5,5,4,4,8,5,2,7,4,8,8,7,7,4,3,8,3,3,7,8,8,6, F,0,18, Currently in College,5, a few times a month,2
97424, Slightly Liberal,3,8,8,1,1,8,8,8,8,8,8,7,7,8,7,7,7,8,6,1,6,7,8,8,8,7,8, F,0,58, Completed College/University,6, a few times a year,1
97436, Slightly Liberal,3,8,8,7,1,8,7,8,7,8,7,5,8,8,8,8,7,8,8,5,5,6,8,8,8,8,8, F,0,64, Some College/University,4, Never,0
97446, Slightly Liberal,3,5,6,5,1,6,3,5,4,8,8,8,5,5,6,7,6,5,1,4,4,1,5,7,5,3,8, M,1,19, Currently in College,5, a few times a month,2
97451, Liberal,2,8,8,8,2,8,4,8,5,8,8,1,1,3,7,1,5,8,1,4,8,1,1,8,7,1,5, F,0,35, Some Graduate/Professional School,7, Never,0
97456, Slightly Liberal,3,8,8,8,4,8,8,8,5,8,8,1,8,8,8,7,8,8,4,7,1,4,8,8,8,8,8, F,0,19, No Answer,, 99,
97464, Liberal,2,8,8,1,1,8,8,8,8,8,8,1,1,8,1,1,8,1,4,1,5,1,3,8,8,1,8, M,1,47, Completed Graduate/Professional Degree,9, one or more times each week,3
97479, Very Liberal,1,1,8,7,8,7,7,8,8,8,8,1,6,4,7,8,8,7,6,8,1,1,1,8,7,1,8, M,1,19, Currently in College,5, Never,0
97493, Very Liberal,1,8,8,8,3,8,8,8,5,8,8,1,1,8,1,1,8,8,1,1,4,1,1,1,8,1,3, M,1,24, Completed College/University,6, Never,0
97497, Conservative,6,8,8,2,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8, M,1,18, Currently in High School,2, one or more times each week,3
97500, Libertarian,,5,8,4,3,8,4,5,5,8,6,1,3,5,6,7,6,8,2,8,5,5,2,6,8,4,4, M,1,31, No Answer,, 99,
97516, Liberal,2,8,8,8,4,8,7,8,8,8,8,5,7,8,8,8,8,8,6,7,7,4,8,8,8,7,8, F,0,38, Some College/University,4, a few times a year,1
97526, Moderate/middle-of-the-road,4,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,,1,8,8,8,1,8, F,0,70, Completed College/University,6, Never,0
97547, Conservative,6,7,5,5,1,5,6,5,5,8,8,1,8,8,8,8,8,8,2,6,1,4,7,5,8,1,1, M,1,24, Completed College/University,6, Never,0
97549, Moderate/middle-of-the-road,4,8,8,8,1,8,8,8,6,8,8,7,7,7,8,8,8,8,6,7,6,7,6,8,8,6,8, F,0,52, Completed Graduate/Professional Degree,9, a few times a year,1
97584, Libertarian,,8,7,5,1,5,1,5,4,5,6,3,3,4,7,6,5,4,1,6,1,4,8,5,6,5,4, M,1,39, Completed Graduate/Professional Degree,9, a few times a year,1
97595, Slightly Liberal,3,8,8,7,4,8,3,8,4,5,8,4,7,3,8,5,5,8,2,6,2,5,8,8,8,1,8, F,0,22, Currently in College,5, a few times a month,2
97601, Moderate/middle-of-the-road,4,8,8,8,7,8,8,8,8,8,8,8,7,8,7,7,7,8,7,6,8,1,8,8,8,8,8, F,0,67, Completed College/University,6, a few times a year,1
97602, Conservative,6,8,8,8,1,8,8,8,8,8,8,4,5,8,8,8,8,8,5,8,8,4,8,8,8,8,8, F,0,29, Completed Graduate/Professional Degree,9, one or more times each week,3
97607, Very Liberal,1,8,8,8,1,8,8,8,8,8,8,7,3,5,8,7,7,8,4,7,8,1,8,8,8,8,8, M,1,59, Some Graduate/Professional School,7, Never,0
97614, Very Liberal,1,6,7,7,1,8,8,8,6,8,8,3,4,6,7,8,7,7,2,7,1,1,8,5,7,1,6, M,1,59, Completed Graduate/Professional Degree,9, one or more times each week,3
97632, Libertarian,,6,4,4,1,5,1,5,4,1,1,1,1,1,6,1,4,4,1,5,1,1,1,5,6,1,5, M,1,19, Currently in College,5, a few times a year,1
97633, Slightly Liberal,3,8,8,5,4,8,4,8,5,8,8,3,5,5,8,8,6,8,2,6,4,1,4,8,7,1,6, M,1,44, Completed Graduate/Professional Degree,9, a few times a month,2
97638, Liberal,2,8,8,8,6,8,8,8,6,8,8,5,1,8,8,7,7,8,7,6,1,5,8,8,8,1,8, F,0,67, Some College/University,4, a few times a month,2
97640, Liberal,2,5,8,8,3,8,8,8,6,8,7,4,3,8,8,8,6,8,3,1,1,1,6,5,8,1,5, M,1,66, Completed Graduate/Professional Degree,9, a few times a year,1
97662, Liberal,2,8,8,6,2,7,2,8,6,8,8,1,4,5,6,7,4,8,4,1,1,1,8,8,7,1,5, F,0,47, Completed College/University,6, a few times a year,1
97663, Liberal,2,8,8,8,1,8,8,8,8,8,8,1,1,1,8,7,8,8,1,8,8,1,1,8,8,8,7, M,1,59, Completed Graduate/Professional Degree,9, Never,0
97664, Moderate/middle-of-the-road,4,8,8,4,1,8,6,8,8,8,8,4,1,7,8,8,7,8,8,4,4,1,8,7,7,1,7, M,1,66, Completed Graduate/Professional Degree,9, one or more times each week,3
97670, Slightly Liberal,3,8,8,4,5,7,6,8,6,7,7,6,2,5,7,7,6,6,2,6,2,5,8,8,8,6,7, M,1,54, Completed College/University,6, Never,0
97678, Moderate/middle-of-the-road,4,8,8,4,1,8,8,8,4,8,8,8,8,1,6,7,6,5,1,6,4,1,2,8,8,1,1, M,1,32, Some Graduate/Professional School,7, Never,0
97688, Slightly Liberal,3,8,8,6,5,7,8,8,5,8,8,4,2,7,8,7,6,6,2,7,6,4,3,8,8,1,8, F,0,33, Completed Graduate/Professional Degree,9, a few times a month,2
97691, Conservative,6,7,6,6,4,7,8,8,6,8,8,5,5,7,8,8,7,8,5,7,6,1,8,6,8,1,7, M,1,35, Completed College/University,6, one or more times each week,3
97694, Liberal,2,8,8,8,3,8,3,8,4,8,8,1,1,3,8,1,8,5,1,1,1,1,1,4,,1,7, F,0,22, Currently in College,5, 99,
97696, Slightly Liberal,3,6,8,6,4,8,5,8,5,8,8,1,5,7,7,8,8,8,4,7,1,1,8,8,8,8,4, M,1,23, Completed College/University,6, a few times a year,1
97709, Very Liberal,1,3,5,3,1,5,4,8,5,3,4,1,1,1,6,1,6,4,1,1,1,1,1,8,1,1,3, F,0,18, Currently in High School,2, Never,0
97744, Libertarian,,6,7,5,4,5,6,6,4,7,5,1,3,4,5,6,6,6,3,5,4,5,6,5,7,5,6, M,1,41, Completed Graduate/Professional Degree,9, Never,0
97746, Don't know/not political,,8,8,8,1,8,8,8,8,8,8,8,1,8,7,1,8,8,1,1,1,8,1,8,8,8,8, M,1,31, No Answer,, 99,
97749, Other,,8,8,7,4,5,7,8,7,8,8,1,8,7,7,7,8,7,8,7,5,1,8,8,7,8,8, M,1,19, Currently in College,5, one or more times each week,3
97753, Liberal,2,8,8,8,6,8,6,8,8,8,8,1,1,7,8,1,8,8,1,6,6,8,8,8,8,1,7, F,0,45, Completed Graduate/Professional Degree,9, Never,0
97772, Moderate/middle-of-the-road,4,8,8,6,8,8,5,8,8,8,4,1,2,4,7,7,5,8,1,6,6,5,5,8,8,1,8, M,1,42, Completed College/University,6, a few times a year,1
97810, Libertarian,,8,5,3,1,8,1,8,1,8,8,1,2,1,7,1,7,7,1,3,1,1,1,5,7,1,5, M,1,27, Completed College/University,6, Never,0
97812, Liberal,2,8,8,1,1,8,1,8,8,8,8,1,1,1,8,8,1,8,1,1,1,8,1,1,8,1,8, M,1,27, Currently in Graduate/Professional Sch,, Never,0
97817, Very Liberal,1,8,8,8,2,8,8,8,3,8,8,1,1,8,1,1,1,1,1,1,3,1,8,8,8,1,3, M,1,38, Currently in Graduate/Professional Sch,, Never,0
97820, Liberal,2,8,8,8,1,8,8,8,7,8,8,7,8,6,8,8,7,8,8,8,7,6,8,8,8,7,8, F,0,47, Completed Graduate/Professional Degree,9, a few times a month,2
97839, Liberal,2,8,8,5,4,5,4,8,4,5,8,1,1,4,8,4,6,8,1,3,2,4,8,7,8,5,7, F,0,34, Completed College/University,6, Never,0
97844, Liberal,2,8,8,8,8,8,4,8,6,8,8,1,3,6,8,1,5,8,1,4,8,1,1,8,7,1,8, F,0,30, Completed Graduate/Professional Degree,9, Never,0
97847, Liberal,2,8,8,8,5,8,5,8,5,8,7,1,1,3,8,1,8,8,1,5,3,1,1,8,8,1,8, F,0,45, Some Graduate/Professional School,7, a few times a year,1
97856, Don't know/not political,,8,8,8,1,8,8,8,8,8,8,4,8,8,1,8,1,1,1,1,4,1,1,8,7,1,7, F,0,30, Some College/University,4, Never,0
97865, Liberal,2,6,7,6,1,5,6,7,5,7,8,2,3,4,8,8,7,8,2,5,4,3,4,6,7,1,4, M,1,52, Completed Graduate/Professional Degree,9, a few times a year,1
97870, Liberal,2,8,8,8,7,8,8,8,8,8,8,,8,8,8,1,8,8,8,1,8,7,8,8,7,1,8, F,0,38, Some Graduate/Professional School,7, Never,0
97872, Liberal,2,8,8,8,1,8,4,8,1,8,5,3,1,3,1,1,3,1,1,8,3,1,1,8,8,5,4, F,0,20, Currently in College,5, Never,0
97897, Slightly Liberal,3,8,7,3,3,8,4,8,4,7,8,1,1,3,6,6,4,5,1,2,2,1,1,5,6,1,5, M,1,19, Completed High School,3, Never,0
97905, Moderate/middle-of-the-road,4,8,8,8,1,8,8,8,8,8,8,7,7,8,8,7,8,8,7,7,8,1,8,8,8,1,8, F,0,28, Completed College/University,6, one or more times each week,3
97916, Liberal,2,8,8,8,8,8,7,8,8,8,8,7,1,7,8,1,7,1,1,2,7,1,8,8,8,8,1, F,0,18, Currently in High School,2, one or more times each week,3
97918, Liberal,2,,,,,,,,,7,8,,,,,,7,,,,,,,,,,, M,1,21, Currently in High School,2, Never,0
97924, Liberal,2,8,8,7,3,8,8,8,7,8,8,1,8,8,8,7,7,8,7,7,1,1,8,8,8,8,8, F,0,18, Currently in High School,2, Never,0
97953, Other,,8,8,8,8,8,4,8,4,5,8,3,1,3,8,6,8,8,1,6,1,8,8,8,8,6,3, M,1,39, Completed Graduate/Professional Degree,9, Never,0
97959, Conservative,6,8,8,4,1,8,6,7,5,8,8,1,8,8,8,8,7,8,7,6,1,5,8,8,8,8,7, F,0,31, Completed Graduate/Professional Degree,9, a few times a year,1
97988, Slightly Conservative,5,8,8,1,6,3,5,3,7,8,8,5,8,8,8,8,1,8,7,1,7,8,8,8,8,1,1, F,0,47, Completed College/University,6, a few times a year,1
97989, Moderate/middle-of-the-road,4,8,8,2,1,4,3,7,6,8,7,3,3,3,7,7,7,5,1,6,1,1,8,8,8,2,8, F,0,27, Currently in High School,2, one or more times each week,3
97990, Don't know/not political,,7,7,4,4,8,5,8,5,8,8,6,7,7,8,8,8,3,6,4,3,2,8,8,8,7,8, F,0,130, No Answer,, one or more times each week,3
97993, Very Liberal,1,5,8,5,2,5,3,5,5,5,7,1,2,3,8,1,7,6,1,3,1,1,2,6,8,1,7, M,1,150, Currently in High School,2, a few times a month,2
97994, Don't know/not political,,4,6,3,2,4,3,4,3,3,5,3,3,4,5,6,4,3,3,3,4,1,3,5,6,3,3, M,1,23, Currently in College,5, a few times a year,1
97995, Don't know/not political,,5,4,2,1,4,3,5,4,3,3,4,3,6,6,6,5,2,2,2,1,1,4,3,4,1,3, M,1,29, Completed High School,3, a few times a month,2
97996, Don't know/not political,,4,7,2,2,7,2,7,4,7,7,8,4,4,8,6,5,4,2,3,3,2,4,8,8,5,3, M,1,27, No Answer,, 99,
97999, Don't know/not political,,8,7,7,2,8,1,8,8,7,7,1,6,7,8,8,7,8,7,7,1,8,8,8,8,8,8, F,0,25, Currently in High School,2, 99,
98000, Don't know/not political,,7,7,4,1,8,6,8,6,8,8,4,7,7,8,7,7,2,7,4,1,1,8,7,6,8,4, F,0,20, Currently in High School,2, a few times a year,1
98002, Don't know/not political,,8,8,6,1,8,3,8,2,8,8,7,2,5,8,8,8,5,1,4,1,1,8,8,6,8,7, F,0,21, Currently in High School,2, one or more times each week,3
98003, Liberal,2,7,8,1,1,8,1,8,4,1,8,1,1,8,7,1,8,1,1,3,1,1,8,8,8,1,6, F,0,22, Currently in High School,2, 99,
98005, Don't know/not political,,8,8,2,1,8,2,8,8,7,8,3,4,4,8,6,5,8,5,5,3,2,3,8,8,5,4, F,0,28, Currently in High School,2, a few times a month,2
98007, Don't know/not political,,8,8,3,1,8,7,8,7,8,8,7,8,7,8,8,8,5,1,4,3,3,8,8,8,8,7, F,0,19, Currently in High School,2, a few times a month,2
98009, Liberal,2,8,8,6,1,8,4,8,7,6,8,1,2,3,8,7,7,7,1,3,1,1,1,8,7,1,6, M,1,44, Some Graduate/Professional School,7, Never,0
98013, Slightly Conservative,5,8,7,1,1,7,2,6,5,7,5,4,5,5,8,6,7,6,2,2,4,1,1,8,8,2,8, F,0,38, Completed High School,3, a few times a year,1
98016, Don't know/not political,,7,5,2,8,8,1,7,1,8,8,3,4,2,8,1,7,8,1,1,1,1,7,7,8,1,3, M,1,25, No Answer,, 99,
98019, Liberal,2,8,8,6,7,8,8,8,6,8,6,6,1,8,1,7,1,1,1,6,1,1,8,8,7,1,6, M,1,64, Some Graduate/Professional School,7, Never,0
98020, Slightly Conservative,5,8,5,5,1,6,4,7,5,8,7,1,5,6,7,7,5,8,1,1,2,1,8,6,7,1,7, M,1,49, Completed College/University,6, Never,0
98024, Liberal,2,8,8,8,2,8,8,8,4,8,8,1,3,4,6,6,6,4,1,6,3,1,8,6,8,1,5, F,0,31, Currently in Graduate/Professional Sch,, a few times a year,1
98026, Libertarian,,8,8,8,5,8,8,8,5,8,8,3,4,8,7,7,6,7,4,6,8,1,8,8,6,4,6, M,1,47, Currently in College,5, Never,0
98027, Liberal,2,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,1, M,1,22, Currently in College,5, a few times a year,1
98035, Very Liberal,1,8,8,6,3,8,1,8,8,2,8,1,1,4,7,1,8,8,1,1,1,1,1,4,7,7,1, F,0,27, Completed College/University,6, Never,0
98036, Liberal,2,8,7,5,3,5,1,6,5,6,8,2,5,4,7,8,8,6,4,8,1,3,4,5,8,5,5, M,1,23, Currently in Graduate/Professional Sch,, Never,0
98038, Liberal,2,8,8,6,2,7,7,7,5,8,8,5,4,5,7,6,7,8,4,6,1,5,7,7,7,1,7, M,1,26, Currently in Graduate/Professional Sch,, a few times a year,1
98044, Moderate/middle-of-the-road,4,8,7,6,1,8,5,8,8,8,8,1,6,6,6,1,8,7,1,1,1,1,7,5,6,1,7, M,1,29, Some College/University,4, Never,0
98048, Liberal,2,8,8,6,6,8,8,8,8,8,8,3,1,7,8,7,8,8,1,6,1,1,8,6,8,1,7, M,1,60, Some College/University,4, 99,
98061, Liberal,2,8,8,7,3,8,4,5,8,5,8,1,1,1,5,6,8,1,1,6,1,1,2,5,6,4,1, M,1,31, Completed Graduate/Professional Degree,9, Never,0
98068, Libertarian,,8,8,8,4,7,5,5,5,4,6,1,3,5,8,8,5,7,6,3,4,1,8,6,8,6,5, F,0,32, Some College/University,4, a few times a year,1
98095, Moderate/middle-of-the-road,4,8,8,6,2,8,6,8,3,7,8,4,5,5,8,7,7,8,6,6,4,3,8,8,8,7,7, F,0,46, Completed College/University,6, Never,0
98100, Conservative,6,4,6,4,1,5,3,7,4,5,4,1,5,5,6,7,5,6,2,3,1,1,1,6,7,1,5, M,1,62, Completed College/University,6, 99,
98104, Libertarian,,7,8,6,4,8,6,7,5,6,7,5,4,4,7,6,6,8,4,6,3,3,8,6,8,6,5, M,1,46, Completed Graduate/Professional Degree,9, a few times a year,1
98106, Very Liberal,1,8,7,5,3,8,1,8,1,1,7,1,1,2,6,7,5,7,1,1,1,5,1,8,7,1,5, M,1,37, Completed Graduate/Professional Degree,9, Never,0
98146, Don't know/not political,,8,8,8,1,8,2,8,8,8,8,2,3,3,7,8,7,7,3,7,6,1,8,8,8,8,7, F,0,18, Currently in College,5, 99,
98147, Conservative,6,8,8,8,1,8,8,8,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8, F,0,32, Some College/University,4, a few times a month,2
98184, Libertarian,,8,7,3,1,5,3,8,5,6,8,1,1,3,7,8,8,1,1,5,1,1,1,4,7,1,4, M,1,30, Some College/University,4, Never,0
98187, Liberal,2,8,8,8,8,8,8,8,8,8,8,1,1,8,8,1,8,8,1,1,1,1,8,8,,1,8, F,0,60, Completed Graduate/Professional Degree,9, one or more times each week,3
98191, Liberal,2,8,8,8,4,8,8,8,8,8,8,4,6,4,8,6,7,8,4,5,4,4,8,8,8,8,8, F,0,45, Completed College/University,6, Never,0
98195, Liberal,2,8,8,5,2,8,4,8,6,8,8,1,2,8,8,8,7,8,2,6,4,1,1,6,7,1,5, M,1,31, Completed Graduate/Professional Degree,9, Never,0
98202, Other,,6,5,8,3,6,6,6,5,1,6,2,1,8,8,2,8,6,1,1,1,1,2,6,,1,6, M,1,56, Completed Graduate/Professional Degree,9, one or more times each week,3
98216, Slightly Liberal,3,8,8,8,1,8,8,8,8,8,8,7,8,8,6,8,5,7,8,8,8,7,6,8,8,1,8, M,1,40, Completed High School,3, Never,0
98235, Other,,8,8,7,1,8,5,8,4,8,8,5,1,3,8,1,6,1,1,3,1,1,8,8,8,1,5, F,0,41, Currently in Graduate/Professional Sch,, a few times a year,1
98241, Liberal,2,8,5,4,2,4,2,8,4,6,6,2,2,3,8,6,4,4,1,4,2,3,3,8,7,4,5, F,0,23, Completed College/University,6, Never,0
98244, Libertarian,,8,8,8,1,8,6,8,7,8,8,1,1,4,8,1,7,6,1,5,4,1,1,4,7,1,1, F,0,34, Some College/University,4, a few times a year,1
98245, Moderate/middle-of-the-road,4,6,7,5,1,7,4,8,6,6,8,4,5,8,6,8,8,5,4,6,2,3,6,5,6,1,8, F,0,38, Some College/University,4, one or more times each week,3
98247, Liberal,2,8,6,5,4,8,5,8,5,8,8,1,1,6,7,1,1,7,1,8,1,1,1,8,8,1,4, M,1,20, Currently in College,5, a few times a year,1
98250, Moderate/middle-of-the-road,4,8,8,8,3,8,4,8,8,5,8,4,8,5,8,6,8,8,2,3,3,8,8,8,4,1,5, F,0,22, Completed College/University,6, one or more times each week,3
98251, Libertarian,,5,6,6,4,8,3,6,3,1,6,1,4,5,5,7,6,8,2,7,1,4,3,7,8,1,4, M,1,30, Currently in Graduate/Professional Sch,, Never,0
98257, Conservative,6,5,7,6,1,8,4,5,6,7,4,5,2,3,6,5,6,4,2,5,4,1,5,7,8,5,7, M,1,20, Completed High School,3, a few times a month,2
98258, Slightly Liberal,3,8,8,7,2,6,5,8,4,7,8,4,5,4,5,5,6,7,2,6,4,1,2,7,5,1,5, M,1,20, Currently in College,5, Never,0
98259, Liberal,2,5,6,5,1,5,3,5,5,4,6,4,1,2,4,4,5,4,1,5,1,1,8,8,4,4,4, F,0,27, Completed High School,3, Never,0
98260, Libertarian,,8,7,6,4,7,7,8,4,7,7,4,2,6,7,6,6,8,2,7,2,3,2,3,7,4,5, M,1,51, Completed Graduate/Professional Degree,9, Never,0
98262, Don't know/not political,,5,6,5,2,8,5,5,5,4,5,2,3,2,8,3,5,5,4,2,1,1,5,5,7,5,3, M,1,64, Currently in High School,2, Never,0
98263, Don't know/not political,,1,7,6,1,8,1,8,8,7,8,7,7,6,7,1,8,8,7,8,1,7,1,8,8,8,8, M,1,21, Currently in High School,2, a few times a year,1
98264, Don't know/not political,,8,8,7,3,8,7,8,8,8,4,8,8,8,8,5,8,8,3,8,7,7,8,8,8,8,8, M,1,20, Currently in High School,2, one or more times each week,3
98265, Liberal,2,8,8,8,2,8,5,8,8,8,8,4,7,6,8,7,8,8,4,6,5,1,8,8,8,1,3, M,1,19, Completed High School,3, a few times a month,2
98266, Slightly Liberal,3,5,8,7,2,6,4,8,6,7,7,4,7,7,8,8,8,5,5,3,1,5,8,8,8,3,7, M,1,27, Completed High School,3, Never,0
98269, Slightly Liberal,3,1,8,1,1,6,6,8,5,8,8,6,3,6,5,1,3,8,1,3,1,1,8,5,8,1,8, M,1,20, Currently in High School,2, one or more times each week,3
98270, Very Liberal,1,6,8,7,1,7,5,8,8,6,8,7,7,6,8,8,7,8,5,7,1,7,8,8,8,6,8, F,0,21, Completed Graduate/Professional Degree,9, one or more times each week,3
98277, Slightly Liberal,3,8,8,8,3,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,8, F,0,56, Some Graduate/Professional School,7, Never,0
98284, Don't know/not political,,8,8,8,4,8,3,7,7,8,5,6,7,7,7,7,6,6,2,3,3,1,7,6,7,1,6, F,0,18, No Answer,, one or more times each week,3
98306, Liberal,2,8,8,8,7,8,8,8,7,8,8,7,8,8,7,8,8,8,7,7,7,7,8,8,8,7,8, F,0,34, Currently in College,5, Never,0
98312, Slightly Conservative,5,4,5,5,2,5,4,5,7,8,8,4,4,4,8,6,6,8,7,5,3,8,7,5,7,5,6, M,1,27, Currently in College,5, a few times a year,1
98316, Slightly Liberal,3,8,8,7,1,8,8,8,8,8,8,5,7,8,7,8,8,8,4,7,6,1,8,8,8,1,8, M,1,59, Some Graduate/Professional School,7, Never,0
98324, Other,,4,7,3,1,6,2,3,2,8,2,1,2,3,8,8,8,8,1,8,2,2,2,2,8,2,5, F,0,51, Completed Graduate/Professional Degree,9, Never,0
98325, Slightly Conservative,5,8,8,8,2,8,8,8,7,8,8,7,8,7,7,7,8,7,8,7,8,3,8,8,8,1,8, F,0,22, Completed College/University,6, one or more times each week,3
98345, Libertarian,,8,8,8,8,8,8,8,8,8,8,7,8,7,8,7,8,8,8,1,1,8,8,7,8,1,1, F,0,37, Some Graduate/Professional School,7, Never,0
98352, Conservative,6,8,7,4,1,8,7,8,8,8,8,8,8,8,8,8,8,8,8,7,8,8,8,8,6,8,8, M,1,26, Completed College/University,6, a few times a month,2
98360, Liberal,2,5,6,4,2,5,4,5,5,6,5,5,3,5,4,4,5,7,4,5,1,3,3,6,5,5,5, M,1,26, Some College/University,4, Never,0
98402, Moderate/middle-of-the-road,4,8,8,8,4,8,6,8,6,1,8,4,8,7,8,7,5,8,1,6,1,1,1,4,6,1,8, M,1,37, Completed College/University,6, Never,0
98413, Slightly Conservative,5,8,8,8,5,8,4,8,8,8,8,3,3,4,8,8,6,8,4,6,1,2,8,8,8,6,5, M,1,35, Currently in Graduate/Professional Sch,, one or more times each week,3
98414, Conservative,6,6,6,3,2,6,3,5,4,6,8,5,6,4,7,7,5,8,3,3,3,3,2,6,7,1,5, M,1,29, Completed Graduate/Professional Degree,9, a few times a month,2
98415, Libertarian,,8,5,3,2,8,8,6,3,8,8,1,3,4,8,1,6,8,3,4,5,1,1,5,7,5,5, M,1,29, Some Graduate/Professional School,7, Never,0
98419, Libertarian,,8,8,8,1,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,1,8,8,8,1,8, M,1,61, Completed Graduate/Professional Degree,9, a few times a month,2
98433, Slightly Conservative,5,8,8,8,5,8,7,8,8,8,8,1,6,6,8,8,6,8,6,7,8,6,8,8,8,7,8, M,1,43, Completed Graduate/Professional Degree,9, one or more times each week,3
98447, Liberal,2,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,8,1,1,8,8,8,8,8,8, F,0,22, Completed College/University,6, Never,0
98453, Very Liberal,1,8,8,8,2,8,6,8,8,8,8,5,5,8,8,7,8,8,2,6,2,5,6,8,8,1,8, F,0,48, Completed College/University,6, Never,0
98486, Libertarian,,8,8,1,1,6,4,8,5,6,8,1,8,7,8,8,7,8,8,1,3,1,8,8,7,8,8, M,1,18, Currently in College,5, Never,0
98500, Liberal,2,8,8,8,1,8,8,8,8,8,8,1,1,1,8,1,1,8,1,3,3,1,1,8,8,1,3, M,1,59, Completed Graduate/Professional Degree,9, one or more times each week,3
98505, Slightly Liberal,3,8,8,8,6,8,8,8,7,8,8,7,8,7,8,7,8,8,7,8,8,7,8,8,8,8,8, F,0,56, Some Graduate/Professional School,7, one or more times each week,3
98506, Very Conservative,7,8,8,8,1,8,8,8,8,8,8,5,8,8,8,8,8,8,8,8,8,8,8,8,8,1,8, M,1,79, Some College/University,4, one or more times each week,3
98515, Libertarian,,5,5,4,4,6,4,4,4,7,6,2,2,4,5,7,7,6,2,5,1,2,3,5,6,5,6, M,1,34, Completed Graduate/Professional Degree,9, a few times a year,1
98525, Slightly Conservative,5,8,8,8,7,8,8,8,8,8,8,7,8,8,8,8,8,8,8,8,7,8,8,8,8,8,8, F,0,44, Some College/University,4, a few times a year,1
98527, Moderate/middle-of-the-road,4,8,8,8,1,8,3,8,8,8,8,1,7,4,7,7,8,8,1,1,1,7,8,8,8,1,7, M,1,64, Completed Graduate/Professional Degree,9, one or more times each week,3
98530, Very Liberal,1,8,7,7,3,8,6,8,5,8,8,1,3,4,7,7,6,7,1,4,4,4,1,8,7,5,8, M,1,27, Completed Graduate/Professional Degree,9, Never,0
98531, Don't know/not political,,8,8,8,1,8,8,8,5,8,8,6,5,3,7,8,7,6,8,3,4,3,8,8,8,8,7, F,0,18, Currently in College,5, Never,0
